_group,_name,_thesaurus,_namespace,_qualName,_dc:relation,_dc:description,_comments,_examples,_required,_type
Taxon,order,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/order,https://dwc.tdwg.org/terms/#dwc:order,The full scientific name of the order in which the dwc:Taxon is classified.,,`Carnivora`; `Monocleales`,false,
Taxon,superfamily,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/superfamily,https://dwc.tdwg.org/terms/#dwc:superfamily,The full scientific name of the superfamily in which the dwc:Taxon is classified.,"A taxonomic category subordinate to an order and superior to a family. According to ICZN article 29.2, the suffix `-oidea` is used for a superfamily name.",`Achatinoidea`; `Cerithioidea`; `Helicoidea`; `Hypsibioidea`; `Valvatoidea`; `Zonitoidea`,false,
Taxon,family,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/family,https://dwc.tdwg.org/terms/#dwc:family,The full scientific name of the family in which the dwc:Taxon is classified.,,`Felidae`; `Monocleaceae`,false,
Taxon,subfamily,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/subfamily,https://dwc.tdwg.org/terms/#dwc:subfamily,The full scientific name of the subfamily in which the dwc:Taxon is classified.,,`Periptyctinae`; `Orchidoideae`; `Sphindociinae`,false,
Taxon,tribe,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/tribe,https://dwc.tdwg.org/terms/#dwc:tribe,The full scientific name of the tribe in which the dwc:Taxon is classified.,,`Ortaliini`; `Arethuseae`,false,
Taxon,subtribe,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/subtribe,https://dwc.tdwg.org/terms/#dwc:subtribe,The full scientific name of the subtribe in which the dwc:Taxon is classified.,,`Plotinini`; `Typhaeini`,false,
Taxon,genus,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/genus,https://dwc.tdwg.org/terms/#dwc:genus,The full scientific name of the genus in which the dwc:Taxon is classified.,,`Puma`; `Monoclea`,false,
Taxon,genericName,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/genericName,https://dwc.tdwg.org/terms/#dwc:genericName,The genus part of the dwc:scientificName without authorship.,For synonyms the accepted genus and the genus part of the name may be different. The term dwc:genericName should be used together with dwc:specificEpithet to form a binomial and with dwc:infraspecificEpithet to form a trinomial. The term dwc:genericName should only be used for combinations. Uninomials of generic rank do not have a dwc:genericName.,"`Felis` (for scientificName `Felis concolor`, with accompanying values of `Puma concolor` in acceptedNameUsage and `Puma` in genus)",false,
Taxon,subgenus,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/subgenus,https://dwc.tdwg.org/terms/#dwc:subgenus,The full scientific name of the subgenus in which the dwc:Taxon is classified. Values should include the genus to avoid homonym confusion.,,`Strobus`; `Amerigo`; `Pilosella`,false,
Taxon,infragenericEpithet,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/infragenericEpithet,https://dwc.tdwg.org/terms/#dwc:infragenericEpithet,The infrageneric part of a binomial name at ranks above species but below genus.,"The term dwc:infragenericEpithet should be used in conjunction with dwc:genericName, dwc:specificEpithet, dwc:infraspecificEpithet, dwc:taxonRank and dwc:scientificNameAuthorship to represent the individual elements of the complete dwc:scientificName. It can be used to indicate the subgenus placement of a species, which in zoology is often given in parentheses. Can also be used to share infrageneric names such as botanical sections (e.g., `Vicia sect. Cracca`).",`Abacetillus` (for scientificName `Abacetus (Abacetillus) ambiguus`); `Cracca` (for scientificName `Vicia sect. Cracca`),false,
Taxon,specificEpithet,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/specificEpithet,https://dwc.tdwg.org/terms/#dwc:specificEpithet,The name of the first or species epithet of the dwc:scientificName.,,`concolor`; `gottschei`,false,
Taxon,infraspecificEpithet,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/infraspecificEpithet,https://dwc.tdwg.org/terms/#dwc:infraspecificEpithet,"The name of the lowest or terminal infraspecific epithet of the dwc:scientificName, excluding any rank designation.","In botany, name strings in literature and identifications may have multiple infraspecific ranks. According to the International Code of Nomenclature for algae, fungi, and plants (Schenzhen Code Articles 6.7 & Art. 24.1), valid names only have two epithets, with the lowest rank being the dwc:infraspecificEpithet. For example: the dwc:infraspecificEpithet in the string `Indigofera charlieriana subsp. sessilis var. scaberrima` is `scaberrima` and the dwc:scientificName is `Indigofera charlieriana var. scaberrima (Schinz) J.B.Gillett`. Use dwc:verbatimIdentification for the full name string used in a dwc:Identification.","`concolor` (for scientificName `Puma concolor concolor (Linnaeus, 1771)`); `oxyadenia` (for scientificName `Quercus agrifolia var. oxyadenia (Torr.) J.T. Howell`); `laxa` (for scientificName `Cheilanthes hirta f. laxa (Kunze) W.Jacobsen & N.Jacobsen`); `scaberrima` (for scientificName `Indigofera charlieriana var. scaberrima (Schinz) J.B.Gillett`)",false,
Taxon,cultivarEpithet,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/cultivarEpithet,https://dwc.tdwg.org/terms/#dwc:cultivarEpithet,"Part of the name of a cultivar, cultivar group or grex that follows the dwc:scientificName.","According to the Rules of the Cultivated Plant Code, a cultivar name consists of a botanical name followed by a cultivar epithet. The value given as the dwc:cultivarEpithet should exclude any quotes. The term dwc:taxonRank should be used to indicate which type of cultivated plant name (e.g. cultivar, cultivar group, grex) is concerned. This epithet, including any enclosing apostrophes or suffix, should be provided in dwc:scientificName as well.",`King Edward` (for scientificName `Solanum tuberosum 'King Edward'` and taxonRank `cultivar`); `Mishmiense` (for scientificName `Rhododendron boothii Mishmiense Group` and taxonRank `cultivar group`); `Atlantis` (for scientificName `Paphiopedilum Atlantis grex` and taxonRank `grex`),false,
Taxon,taxonRank,http://rs.gbif.org/vocabulary/gbif/rank_2015-04-24.xml,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/taxonRank,https://dwc.tdwg.org/terms/#dwc:taxonRank,The taxonomic rank of the most specific name in the dwc:scientificName.,"Recommended best practice is to use a controlled vocabulary. The taxon ranks of algae, fungi and plants are defined in the International Code of Nomenclature for algae, fungi, and plants (Schenzhen Code Articles H3.2, H4.4 and H.3.1).",`subspecies`; `varietas`; `forma`; `species`; `genus`; `nothogenus`; `nothospecies`; `nothosubspecies`,false,
Taxon,verbatimTaxonRank,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/verbatimTaxonRank,https://dwc.tdwg.org/terms/#dwc:verbatimTaxonRank,The taxonomic rank of the most specific name in the dwc:scientificName as it appears in the original record.,,`Agamospecies`; `sub-lesus`; `prole`; `apomict`; `nothogrex`; `sp.`; `subsp.`; `var.`,false,
Taxon,scientificNameAuthorship,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/scientificNameAuthorship,https://dwc.tdwg.org/terms/#dwc:scientificNameAuthorship,The authorship information for the dwc:scientificName formatted according to the conventions of the applicable dwc:nomenclaturalCode.,,"`(Torr.) J.T. Howell`; `(Martinovský) Tzvelev`; `(Györfi, 1952)`",false,
Taxon,vernacularName,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/vernacularName,https://dwc.tdwg.org/terms/#dwc:vernacularName,A common or vernacular name.,,`Andean Condor`; `Condor Andino`; `American Eagle`; `Gänsegeier`,false,
Taxon,nomenclaturalCode,http://rs.gbif.org/vocabulary/gbif/nomenclatural_code.xml,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/nomenclaturalCode,https://dwc.tdwg.org/terms/#dwc:nomenclaturalCode,The nomenclatural code (or codes in the case of an ambiregnal name) under which the dwc:scientificName is constructed.,Recommended best practice is to use a controlled vocabulary.,`ICN`; `ICZN`; `BC`; `ICNCP`; `BioCode`,false,
Taxon,taxonomicStatus,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/taxonomicStatus,https://dwc.tdwg.org/terms/#dwc:taxonomicStatus,"The status of the use of the dwc:scientificName as a label for a taxon. Requires taxonomic opinion to define the scope of a dwc:Taxon. Rules of priority then are used to define the taxonomic status of the nomenclature contained in that scope, combined with the experts opinion. It must be linked to a specific taxonomic reference that defines the concept.",Recommended best practice is to use a controlled vocabulary.,`invalid`; `misapplied`; `homotypic synonym`; `accepted`,false,
Taxon,nomenclaturalStatus,http://rs.gbif.org/vocabulary/gbif/nomenclatural_status_2019-02-08.xml,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/nomenclaturalStatus,https://dwc.tdwg.org/terms/#dwc:nomenclaturalStatus,The status related to the original publication of the name and its conformance to the relevant rules of nomenclature. It is based essentially on an algorithm according to the business rules of the code. It requires no taxonomic opinion.,,`nom. ambig.`; `nom. illeg.`; `nom. subnud.`,false,
Taxon,taxonRemarks,,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/taxonRemarks,https://dwc.tdwg.org/terms/#dwc:taxonRemarks,Comments or notes about the taxon or name.,,`this name is a misspelling in common use`,false,
